countryCode	countryName	regionCode	regionName	regionTypeName	source	totalArea	totalPopulation	totalPopulationDensity	url
GBR	United Kingdom	E06000030	Swindon	unitary authority	Office for National Statistics	230	217160	944	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000027	Torbay	unitary authority	Office for National Statistics	63	133373	2117	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E06000054	Wiltshire	unitary authority	Office for National Statistics	3255	486093	149	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000008	Devon	county	Office for National Statistics	6564	773077	118	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000040	East Devon	non-metropolitan district (two-tier)	Office for National Statistics	814	138141	170	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000041	Exeter	non-metropolitan district (two-tier)	Office for National Statistics	47	127308	2709	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000042	Mid Devon	non-metropolitan district (two-tier)	Office for National Statistics	913	79510	87	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000043	North Devon	non-metropolitan district (two-tier)	Office for National Statistics	1086	94172	87	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000044	South Hams	non-metropolitan district (two-tier)	Office for National Statistics	886	84470	95	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000045	Teignbridge	non-metropolitan district (two-tier)	Office for National Statistics	674	128826	191	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000046	Torridge	non-metropolitan district (two-tier)	Office for National Statistics	984	66265	67	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000047	West Devon	non-metropolitan district (two-tier)	Office for National Statistics	1160	54385	47	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000009	Dorset	county	Office for National Statistics	2542	420585	165	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000048	Christchurch	non-metropolitan district (two-tier)	Office for National Statistics	50	49057	981	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000049	East Dorset	non-metropolitan district (two-tier)	Office for National Statistics	354	88690	251	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000050	North Dorset	non-metropolitan district (two-tier)	Office for National Statistics	609	70713	116	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000051	Purbeck	non-metropolitan district (two-tier)	Office for National Statistics	404	46212	114	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000052	West Dorset	non-metropolitan district (two-tier)	Office for National Statistics	1081	100747	93	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000053	Weymouth and Portland	non-metropolitan district (two-tier)	Office for National Statistics	42	65166	1552	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000013	Gloucestershire	county	Office for National Statistics	2653	617162	233	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000078	Cheltenham	non-metropolitan district (two-tier)	Office for National Statistics	47	116781	2485	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000079	Cotswold	non-metropolitan district (two-tier)	Office for National Statistics	1165	85162	73	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000080	Forest of Dean	non-metropolitan district (two-tier)	Office for National Statistics	526	84544	161	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000081	Gloucester	non-metropolitan district (two-tier)	Office for National Statistics	41	127158	3101	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000082	Stroud	non-metropolitan district (two-tier)	Office for National Statistics	461	116627	253	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000083	Tewkesbury	non-metropolitan district (two-tier)	Office for National Statistics	414	86890	210	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E10000027	Somerset	county	Office for National Statistics	3451	545390	158	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000187	Mendip	non-metropolitan district (two-tier)	Office for National Statistics	739	111724	151	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000188	Sedgemoor	non-metropolitan district (two-tier)	Office for National Statistics	564	120260	213	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000189	South Somerset	non-metropolitan district (two-tier)	Office for National Statistics	959	164982	172	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000190	Taunton Deane	non-metropolitan district (two-tier)	Office for National Statistics	462	114021	247	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	E07000191	West Somerset	non-metropolitan district (two-tier)	Office for National Statistics	725	34403	47	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W92000004	WALES		Office for National Statistics	20736	3099086	149	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000001	Isle of Anglesey	unitary authority	Office for National Statistics	711	69979	98	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000002	Gwynedd	unitary authority	Office for National Statistics	2535	122864	48	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000003	Conwy	unitary authority	Office for National Statistics	1126	116218	103	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000004	Denbighshire	unitary authority	Office for National Statistics	837	94691	113	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000005	Flintshire	unitary authority	Office for National Statistics	437	154074	353	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000006	Wrexham	unitary authority	Office for National Statistics	504	136647	271	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000008	Ceredigion	unitary authority	Office for National Statistics	1786	74642	42	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000009	Pembrokeshire	unitary authority	Office for National Statistics	1619	123464	76	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000010	Carmarthenshire	unitary authority	Office for National Statistics	2370	185123	78	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000011	Swansea	unitary authority	Office for National Statistics	380	242382	638	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000012	Neath Port Talbot	unitary authority	Office for National Statistics	441	140992	320	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000013	Bridgend	unitary authority	Office for National Statistics	251	142092	566	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000014	Vale of Glamorgan	unitary authority	Office for National Statistics	331	127592	385	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000015	Cardiff	unitary authority	Office for National Statistics	141	357160	2533	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000016	Rhondda Cynon Taf	unitary authority	Office for National Statistics	424	237411	560	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000018	Caerphilly	unitary authority	Office for National Statistics	277	180164	650	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000019	Blaenau Gwent	unitary authority	Office for National Statistics	109	69544	638	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000020	Torfaen	unitary authority	Office for National Statistics	126	91836	729	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000021	Monmouthshire	unitary authority	Office for National Statistics	849	92476	109	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000022	Newport	unitary authority	Office for National Statistics	191	147769	774	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000023	Powys	unitary authority	Office for National Statistics	5181	132642	26	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	W06000024	Merthyr Tydfil	unitary authority	Office for National Statistics	111	59324	534	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S92000003	SCOTLAND		Office for National Statistics	77910	5373000	69	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000033	Aberdeen City	unitary authority	Office for National Statistics	186	230350	1238	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000034	Aberdeenshire	unitary authority	Office for National Statistics	6313	261960	41	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000041	Angus	unitary authority	Office for National Statistics	2182	116900	54	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000035	Argyll and Bute	unitary authority	Office for National Statistics	6909	86890	13	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000036	City of Edinburgh	unitary authority	Office for National Statistics	263	498810	1897	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000005	Clackmannanshire	unitary authority	Office for National Statistics	159	51360	323	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000006	Dumfries and Galloway	unitary authority	Office for National Statistics	6427	149670	23	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000042	Dundee City	unitary authority	Office for National Statistics	60	148210	2470	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000008	East Ayrshire	unitary authority	Office for National Statistics	1262	122060	97	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000045	East Dunbartonshire	unitary authority	Office for National Statistics	174	106960	615	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000010	East Lothian	unitary authority	Office for National Statistics	679	103050	152	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000011	East Renfrewshire	unitary authority	Office for National Statistics	174	92940	534	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000014	Falkirk	unitary authority	Office for National Statistics	297	158460	534	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000015	Fife	unitary authority	Office for National Statistics	1325	368080	278	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000046	Glasgow City	unitary authority	Office for National Statistics	175	606340	3465	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000017	Highland	unitary authority	Office for National Statistics	25657	234110	9	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000018	Inverclyde	unitary authority	Office for National Statistics	160	79500	497	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000019	Midlothian	unitary authority	Office for National Statistics	354	87390	247	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000020	Moray	unitary authority	Office for National Statistics	2238	95510	43	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000013	Na h-Eileanan Siar	unitary authority	Office for National Statistics	3060	27070	9	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000021	North Ayrshire	unitary authority	Office for National Statistics	885	136130	154	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000044	North Lanarkshire	unitary authority	Office for National Statistics	470	338260	720	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000023	Orkney Islands	unitary authority	Office for National Statistics	989	21670	22	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000024	Perth and Kinross	unitary authority	Office for National Statistics	5286	149930	28	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000038	Renfrewshire	unitary authority	Office for National Statistics	261	174560	669	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000026	Scottish Borders	unitary authority	Office for National Statistics	4732	114030	24	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000027	Shetland Islands	unitary authority	Office for National Statistics	1467	23200	16	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000028	South Ayrshire	unitary authority	Office for National Statistics	1222	112400	92	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000029	South Lanarkshire	unitary authority	Office for National Statistics	1772	316230	178	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000030	Stirling	unitary authority	Office for National Statistics	2187	92830	42	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000039	West Dunbartonshire	unitary authority	Office for National Statistics	159	89590	563	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	S12000040	West Lothian	unitary authority	Office for National Statistics	428	178550	417	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N92000002	NORTHERN IRELAND		Office for National Statistics	13588.2032	1851621	136.2668024	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000001	Antrim and Newtownabbey		Office for National Statistics	571.9728	140467	245.5833564	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000011	Ards and North Down		Office for National Statistics	460.765	158797	344.637722	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000002	"Armagh City, Banbridge and Craigavon"		Office for National Statistics	1336.5941	207797	155.4675425	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000003	Belfast		Office for National Statistics	132.4764	338907	2558.244336	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000004	Causeway Coast and Glens		Office for National Statistics	1980.0784	143148	72.29410714	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000005	Derry City and Strabane		Office for National Statistics	1238.4659	149473	120.6920594	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000006	Fermanagh and Omagh		Office for National Statistics	2856.5316	115311	40.36748622	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000007	Lisburn and Castlereagh		Office for National Statistics	505.345	140205	277.4441223	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000008	Mid and East Antrim		Office for National Statistics	1046.3669	137145	131.0677928	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000009	Mid Ulster		Office for National Statistics	1826.7343	144002	78.83029294	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
GBR	United Kingdom	N09000010	"Newry, Mourne and Down"		Office for National Statistics	1632.8727	176369	108.0114819	https://www.ons.gov.uk/peoplepopulationandcommunity/populationandmigration/populationestimates/datasets/populationestimatesforukenglandandwalesscotlandandnorthernireland
